Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
Barboach,Water,Ground,288,50,48.0,43,46.0,41,60.0,3,False
Whiscash,Water,Ground,468,110,78.0,73,76.0,71,60.0,3,False
Corphish,Water,None,308,43,80.0,65,50.0,35,35.0,3,False
Crawdaunt,Water,Dark,468,63,120.0,85,90.0,55,55.0,3,False
Baltoy,Ground,Psychic,300,40,40.0,55,40.0,70,55.0,3,False
Claydol,Ground,Psychic,500,60,70.0,105,70.0,120,75.0,3,False
Lileep,Rock,Grass,355,66,41.0,77,61.0,87,23.0,3,False
Cradily,Rock,Grass,495,86,81.0,97,81.0,107,43.0,3,False
Anorith,Rock,Bug,355,45,95.0,50,40.0,50,75.0,3,False
Armaldo,Rock,Bug,495,75,125.0,100,70.0,80,45.0,3,False
Feebas,Water,None,200,20,15.0,20,10.0,55,80.0,3,False
Milotic,Water,None,540,95,60.0,79,100.0,125,81.0,3,False
Castform,Normal,None,420,70,70.0,70,70.0,70,70.0,3,False
Kecleon,Normal,None,440,60,90.0,70,60.0,120,40.0,3,False
Shuppet,Ghost,None,295,44,75.0,35,63.0,33,45.0,3,False
Banette,Ghost,None,455,64,115.0,65,83.0,63,65.0,3,False
BanetteMega Banette,Ghost,None,555,64,165.0,75,93.0,83,75.0,3,False
Duskull,Ghost,None,295,20,40.0,90,30.0,90,25.0,3,False
Dusclops,Ghost,None,455,40,70.0,130,60.0,130,25.0,3,False
Tropius,Grass,Flying,460,99,68.0,83,72.0,87,51.0,3,False
Chimecho,Psychic,None,425,65,50.0,70,95.0,80,65.0,3,False
Absol,Dark,None,465,65,130.0,60,75.0,60,75.0,3,False
AbsolMega Absol,Dark,None,565,65,150.0,60,115.0,60,115.0,3,False
Wynaut,Psychic,None,260,95,23.0,48,23.0,48,23.0,3,False
Snorunt,Ice,None,300,50,50.0,50,50.0,50,50.0,3,False
Glalie,Ice,None,480,80,80.0,80,80.0,80,80.0,3,False
GlalieMega Glalie,Ice,None,580,80,120.0,80,120.0,80,100.0,3,False
Spheal,Ice,Water,290,70,40.0,50,55.0,50,25.0,3,False
Sealeo,Ice,Water,410,90,60.0,70,75.0,70,45.0,3,False
Walrein,Ice,Water,530,110,80.0,90,95.0,90,65.0,3,False
Clamperl,Water,None,345,35,64.0,85,74.0,55,32.0,3,False
Huntail,Water,None,485,55,104.0,105,94.0,75,52.0,3,False
Gorebyss,Water,None,485,55,84.0,105,114.0,75,52.0,3,False
Relicanth,Water,Rock,485,100,90.0,130,45.0,65,55.0,3,False
Luvdisc,Water,None,330,43,30.0,55,40.0,65,97.0,3,False
Bagon,Dragon,None,300,45,75.0,60,40.0,30,50.0,3,False
Shelgon,Dragon,None,420,65,95.0,100,60.0,50,50.0,3,False
Salamence,Dragon,Flying,600,95,135.0,80,110.0,80,100.0,3,False
SalamenceMega Salamence,Dragon,Flying,700,95,145.0,130,120.0,90,120.0,3,False
Beldum,Steel,Psychic,300,40,55.0,80,35.0,60,30.0,3,False
Metang,Steel,Psychic,420,60,75.0,100,55.0,80,50.0,3,False
Metagross,Steel,Psychic,600,80,135.0,130,95.0,90,70.0,3,False
MetagrossMega Metagross,Steel,Psychic,700,80,145.0,150,105.0,110,110.0,3,False
Regirock,Rock,None,580,80,100.0,150,50.0,100,50.0,3,True
Regice,Ice,None,580,80,50.0,100,100.0,150,50.0,3,True
Registeel,Steel,None,580,80,75.0,150,75.0,150,50.0,3,True
Latias,Dragon,Psychic,600,80,80.0,90,110.0,130,110.0,3,True
LatiasMega Latias,Dragon,Psychic,700,80,100.0,120,140.0,150,110.0,3,True
Latios,Dragon,Psychic,600,80,90.0,80,130.0,110,110.0,3,True
LatiosMega Latios,Dragon,Psychic,700,80,130.0,100,160.0,120,110.0,3,True
Kyogre,Water,None,670,100,100.0,90,150.0,140,90.0,3,True
KyogrePrimal Kyogre,Water,None,770,100,150.0,90,162.875,150,90.0,3,True
Groudon,Ground,None,670,100,150.0,140,100.0,90,90.0,3,True
GroudonPrimal Groudon,Ground,Fire,770,100,167.5,150,150.0,90,90.0,3,True
Rayquaza,Dragon,Flying,680,105,150.0,90,150.0,90,95.0,3,True
RayquazaMega Rayquaza,Dragon,Flying,780,105,167.5,100,162.875,100,115.0,3,True
Jirachi,Steel,Psychic,600,100,100.0,100,100.0,100,100.0,3,True
DeoxysNormal Forme,Psychic,None,600,50,150.0,50,150.0,50,150.0,3,True
DeoxysAttack Forme,Psychic,None,600,50,167.5,20,162.875,20,150.0,3,True
DeoxysDefense Forme,Psychic,None,600,50,70.0,150,70.0,150,90.0,3,True
DeoxysSpeed Forme,Psychic,None,600,50,95.0,90,95.0,90,157.5,3,True
Turtwig,Grass,None,318,55,68.0,64,45.0,55,31.0,4,False
Grotle,Grass,None,405,75,89.0,85,55.0,65,36.0,4,False
Torterra,Grass,Ground,525,95,109.0,105,75.0,85,56.0,4,False
Chimchar,Fire,None,309,44,58.0,44,58.0,44,61.0,4,False
Monferno,Fire,Fighting,405,64,78.0,52,78.0,52,81.0,4,False
Infernape,Fire,Fighting,534,76,104.0,71,104.0,71,108.0,4,False
Piplup,Water,None,314,53,51.0,53,61.0,56,40.0,4,False
Prinplup,Water,None,405,64,66.0,68,81.0,76,50.0,4,False
Empoleon,Water,Steel,530,84,86.0,88,111.0,101,60.0,4,False
Starly,Normal,Flying,245,40,55.0,30,30.0,30,60.0,4,False
Staravia,Normal,Flying,340,55,75.0,50,40.0,40,80.0,4,False
Staraptor,Normal,Flying,485,85,120.0,70,50.0,60,100.0,4,False
Bidoof,Normal,None,250,59,45.0,40,35.0,40,31.0,4,False
Bibarel,Normal,Water,410,79,85.0,60,55.0,60,71.0,4,False
Kricketot,Bug,None,194,37,25.0,41,25.0,41,25.0,4,False
Kricketune,Bug,None,384,77,85.0,51,55.0,51,65.0,4,False
Shinx,Electric,None,263,45,65.0,34,40.0,34,45.0,4,False
Luxio,Electric,None,363,60,85.0,49,60.0,49,60.0,4,False
Luxray,Electric,None,523,80,120.0,79,95.0,79,70.0,4,False
Budew,Grass,Poison,280,40,30.0,35,50.0,70,55.0,4,False
Roserade,Grass,Poison,515,60,70.0,65,125.0,105,90.0,4,False
Cranidos,Rock,None,350,67,125.0,40,30.0,30,58.0,4,False
Rampardos,Rock,None,495,97,165.0,60,65.0,50,58.0,4,False
Shieldon,Rock,Steel,350,30,42.0,118,42.0,88,30.0,4,False
Bastiodon,Rock,Steel,495,60,52.0,150,47.0,138,30.0,4,False
Burmy,Bug,None,224,40,29.0,45,29.0,45,36.0,4,False
WormadamPlant Cloak,Bug,Grass,424,60,59.0,85,79.0,105,36.0,4,False
WormadamSandy Cloak,Bug,Ground,424,60,79.0,105,59.0,85,36.0,4,False
WormadamTrash Cloak,Bug,Steel,424,60,69.0,95,69.0,95,36.0,4,False
Mothim,Bug,Flying,424,70,94.0,50,94.0,50,66.0,4,False
Combee,Bug,Flying,244,30,30.0,42,30.0,42,70.0,4,False
Vespiquen,Bug,Flying,474,70,80.0,102,80.0,102,40.0,4,False
Pachirisu,Electric,None,405,60,45.0,70,45.0,90,95.0,4,False
Buizel,Water,None,330,55,65.0,35,60.0,30,85.0,4,False
Floatzel,Water,None,495,85,105.0,55,85.0,50,115.0,4,False
Cherubi,Grass,None,275,45,35.0,45,62.0,53,35.0,4,False
Cherrim,Grass,None,450,70,60.0,70,87.0,78,85.0,4,False
Shellos,Water,None,325,76,48.0,48,57.0,62,34.0,4,False
Gastrodon,Water,Ground,475,111,83.0,68,92.0,82,39.0,4,False
Ambipom,Normal,None,482,75,100.0,66,60.0,66,115.0,4,False
Drifloon,Ghost,Flying,348,90,50.0,34,60.0,44,70.0,4,False
Drifblim,Ghost,Flying,498,125,80.0,44,90.0,54,80.0,4,False
Buneary,Normal,None,350,55,66.0,44,44.0,56,85.0,4,False
Lopunny,Normal,None,480,65,76.0,84,54.0,96,105.0,4,False
LopunnyMega Lopunny,Normal,Fighting,580,65,136.0,94,54.0,96,135.0,4,False
Mismagius,Ghost,None,495,60,60.0,60,105.0,105,105.0,4,False
Honchkrow,Dark,Flying,505,100,125.0,52,105.0,52,71.0,4,False
Glameow,Normal,None,310,49,55.0,42,42.0,37,85.0,4,False
Purugly,Normal,None,452,71,82.0,64,64.0,59,112.0,4,False
Chingling,Psychic,None,285,45,30.0,50,65.0,50,45.0,4,False
Stunky,Poison,Dark,329,63,63.0,47,41.0,41,74.0,4,False
Skuntank,Poison,Dark,479,103,93.0,67,71.0,61,84.0,4,False
Bronzor,Steel,Psychic,300,57,24.0,86,24.0,86,23.0,4,False
Bronzong,Steel,Psychic,500,67,89.0,116,79.0,116,33.0,4,False
Bonsly,Rock,None,290,50,80.0,95,10.0,45,10.0,4,False
Mime Jr.,Psychic,Fairy,310,20,25.0,45,70.0,90,60.0,4,False
Happiny,Normal,None,220,100,5.0,5,15.0,65,30.0,4,False
Chatot,Normal,Flying,411,76,65.0,45,92.0,42,91.0,4,False
Spiritomb,Ghost,Dark,485,50,92.0,108,92.0,108,35.0,4,False
Gible,Dragon,Ground,300,58,70.0,45,40.0,45,42.0,4,False
Gabite,Dragon,Ground,410,68,90.0,65,50.0,55,82.0,4,False
Garchomp,Dragon,Ground,600,108,130.0,95,80.0,85,102.0,4,False
GarchompMega Garchomp,Dragon,Ground,700,108,167.5,115,120.0,95,92.0,4,False
Munchlax,Normal,None,390,125,85.0,40,40.0,85,5.0,4,False
Riolu,Fighting,None,285,40,70.0,40,35.0,40,60.0,4,False
Lucario,Fighting,Steel,525,70,110.0,70,115.0,70,90.0,4,False
LucarioMega Lucario,Fighting,Steel,625,70,145.0,88,140.0,70,112.0,4,False
Hippopotas,Ground,None,330,68,72.0,78,38.0,42,32.0,4,False
Hippowdon,Ground,None,525,108,112.0,118,68.0,72,47.0,4,False
Skorupi,Poison,Bug,330,40,50.0,90,30.0,55,65.0,4,False
Drapion,Poison,Dark,500,70,90.0,110,60.0,75,95.0,4,False
Croagunk,Poison,Fighting,300,48,61.0,40,61.0,40,50.0,4,False
Toxicroak,Poison,Fighting,490,83,106.0,65,86.0,65,85.0,4,False
Carnivine,Grass,None,454,74,100.0,72,90.0,72,46.0,4,False
Finneon,Water,None,330,49,49.0,56,49.0,61,66.0,4,False
Lumineon,Water,None,460,69,69.0,76,69.0,86,91.0,4,False
Mantyke,Water,Flying,345,45,20.0,50,60.0,120,50.0,4,False
Snover,Grass,Ice,334,60,62.0,50,62.0,60,40.0,4,False
Abomasnow,Grass,Ice,494,90,92.0,75,92.0,85,60.0,4,False
AbomasnowMega Abomasnow,Grass,Ice,594,90,132.0,105,132.0,105,30.0,4,False
Weavile,Dark,Ice,510,70,120.0,65,45.0,85,125.0,4,False
Magnezone,Electric,Steel,535,70,70.0,115,130.0,90,60.0,4,False
Lickilicky,Normal,None,515,110,85.0,95,80.0,95,50.0,4,False
Rhyperior,Ground,Rock,535,115,140.0,130,55.0,55,40.0,4,False
Tangrowth,Grass,None,535,100,100.0,125,110.0,50,50.0,4,False
Electivire,Electric,None,540,75,123.0,67,95.0,85,95.0,4,False
Magmortar,Fire,None,540,75,95.0,67,125.0,95,83.0,4,False
Togekiss,Fairy,Flying,545,85,50.0,95,120.0,115,80.0,4,False
Yanmega,Bug,Flying,515,86,76.0,86,116.0,56,95.0,4,False
Leafeon,Grass,None,525,65,110.0,130,60.0,65,95.0,4,False
Glaceon,Ice,None,525,65,60.0,110,130.0,95,65.0,4,False
Gliscor,Ground,Flying,510,75,95.0,125,45.0,75,95.0,4,False
Mamoswine,Ice,Ground,530,110,130.0,80,70.0,60,80.0,4,False
Porygon-Z,Normal,None,535,85,80.0,70,135.0,75,90.0,4,False
Gallade,Psychic,Fighting,518,68,125.0,65,65.0,115,80.0,4,False
GalladeMega Gallade,Psychic,Fighting,618,68,165.0,95,65.0,115,110.0,4,False
Probopass,Rock,Steel,525,60,55.0,145,75.0,150,40.0,4,False
Dusknoir,Ghost,None,525,45,100.0,135,65.0,135,45.0,4,False
Froslass,Ice,Ghost,480,70,80.0,70,80.0,70,110.0,4,False
Rotom,Electric,Ghost,440,50,50.0,77,95.0,77,91.0,4,False
RotomHeat Rotom,Electric,Fire,520,50,65.0,107,105.0,107,86.0,4,False
RotomWash Rotom,Electric,Water,520,50,65.0,107,105.0,107,86.0,4,False
RotomFrost Rotom,Electric,Ice,520,50,65.0,107,105.0,107,86.0,4,False
RotomFan Rotom,Electric,Flying,520,50,65.0,107,105.0,107,86.0,4,False
RotomMow Rotom,Electric,Grass,520,50,65.0,107,105.0,107,86.0,4,False
Uxie,Psychic,None,580,75,75.0,130,75.0,130,95.0,4,True
Mesprit,Psychic,None,580,80,105.0,105,105.0,105,80.0,4,True
Azelf,Psychic,None,580,75,125.0,70,125.0,70,115.0,4,True
Dialga,Steel,Dragon,680,100,120.0,120,150.0,100,90.0,4,True
Palkia,Water,Dragon,680,90,120.0,100,150.0,120,100.0,4,True
Heatran,Fire,Steel,600,91,90.0,106,130.0,106,77.0,4,True
Regigigas,Normal,None,670,110,160.0,110,80.0,110,100.0,4,True
GiratinaAltered Forme,Ghost,Dragon,680,125,100.0,120,100.0,120,90.0,4,True
GiratinaOrigin Forme,Ghost,Dragon,680,125,120.0,100,120.0,100,90.0,4,True
Cresselia,Psychic,None,600,120,70.0,120,75.0,130,85.0,4,False
Phione,Water,None,480,80,80.0,80,80.0,80,80.0,4,False
Manaphy,Water,None,600,100,100.0,100,100.0,100,100.0,4,False
Darkrai,Dark,None,600,70,90.0,90,135.0,90,125.0,4,True
ShayminLand Forme,Grass,None,600,100,100.0,100,100.0,100,100.0,4,True
ShayminSky Forme,Grass,Flying,600,100,103.0,75,120.0,75,127.0,4,True
Arceus,Normal,None,720,120,120.0,120,120.0,120,120.0,4,True
Victini,Psychic,Fire,600,100,100.0,100,100.0,100,100.0,5,True
Snivy,Grass,None,308,45,45.0,55,45.0,55,63.0,5,False
Servine,Grass,None,413,60,60.0,75,60.0,75,83.0,5,False
Serperior,Grass,None,528,75,75.0,95,75.0,95,113.0,5,False
Tepig,Fire,None,308,65,63.0,45,45.0,45,45.0,5,False
Pignite,Fire,Fighting,418,90,93.0,55,70.0,55,55.0,5,False
Emboar,Fire,Fighting,528,110,123.0,65,100.0,65,65.0,5,False
Oshawott,Water,None,308,55,55.0,45,63.0,45,45.0,5,False
Dewott,Water,None,413,75,75.0,60,83.0,60,60.0,5,False
Samurott,Water,None,528,95,100.0,85,108.0,70,70.0,5,False
Patrat,Normal,None,255,45,55.0,39,35.0,39,42.0,5,False
Watchog,Normal,None,420,60,85.0,69,60.0,69,77.0,5,False
Lillipup,Normal,None,275,45,60.0,45,25.0,45,55.0,5,False
Herdier,Normal,None,370,65,80.0,65,35.0,65,60.0,5,False
Stoutland,Normal,None,500,85,110.0,90,45.0,90,80.0,5,False
Purrloin,Dark,None,281,41,50.0,37,50.0,37,66.0,5,False
Liepard,Dark,None,446,64,88.0,50,88.0,50,106.0,5,False
Pansage,Grass,None,316,50,53.0,48,53.0,48,64.0,5,False
Simisage,Grass,None,498,75,98.0,63,98.0,63,101.0,5,False
Pansear,Fire,None,316,50,53.0,48,53.0,48,64.0,5,False
Simisear,Fire,None,498,75,98.0,63,98.0,63,101.0,5,False
Panpour,Water,None,316,50,53.0,48,53.0,48,64.0,5,False
Simipour,Water,None,498,75,98.0,63,98.0,63,101.0,5,False
Munna,Psychic,None,292,76,25.0,45,67.0,55,24.0,5,False
Musharna,Psychic,None,487,116,55.0,85,107.0,95,29.0,5,False
Pidove,Normal,Flying,264,50,55.0,50,36.0,30,43.0,5,False
Tranquill,Normal,Flying,358,62,77.0,62,50.0,42,65.0,5,False
Unfezant,Normal,Flying,488,80,115.0,80,65.0,55,93.0,5,False
Blitzle,Electric,None,295,45,60.0,32,50.0,32,76.0,5,False
Zebstrika,Electric,None,497,75,100.0,63,80.0,63,116.0,5,False
Roggenrola,Rock,None,280,55,75.0,85,25.0,25,15.0,5,False
Boldore,Rock,None,390,70,105.0,105,50.0,40,20.0,5,False
Gigalith,Rock,None,515,85,135.0,130,60.0,80,25.0,5,False
Woobat,Psychic,Flying,313,55,45.0,43,55.0,43,72.0,5,False
Swoobat,Psychic,Flying,425,67,57.0,55,77.0,55,114.0,5,False
Drilbur,Ground,None,328,60,85.0,40,30.0,45,68.0,5,False
Excadrill,Ground,Steel,508,110,135.0,60,50.0,65,88.0,5,False
Audino,Normal,None,445,103,60.0,86,60.0,86,50.0,5,False
AudinoMega Audino,Normal,Fairy,545,103,60.0,126,80.0,126,50.0,5,False
Timburr,Fighting,None,305,75,80.0,55,25.0,35,35.0,5,False
Gurdurr,Fighting,None,405,85,105.0,85,40.0,50,40.0,5,False
Conkeldurr,Fighting,None,505,105,140.0,95,55.0,65,45.0,5,False
Tympole,Water,None,294,50,50.0,40,50.0,40,64.0,5,False
Palpitoad,Water,Ground,384,75,65.0,55,65.0,55,69.0,5,False
Seismitoad,Water,Ground,509,105,95.0,75,85.0,75,74.0,5,False
Throh,Fighting,None,465,120,100.0,85,30.0,85,45.0,5,False
Sawk,Fighting,None,465,75,125.0,75,30.0,75,85.0,5,False
Sewaddle,Bug,Grass,310,45,53.0,70,40.0,60,42.0,5,False
Swadloon,Bug,Grass,380,55,63.0,90,50.0,80,42.0,5,False
Leavanny,Bug,Grass,500,75,103.0,80,70.0,80,92.0,5,False
Venipede,Bug,Poison,260,30,45.0,59,30.0,39,57.0,5,False
Whirlipede,Bug,Poison,360,40,55.0,99,40.0,79,47.0,5,False
Scolipede,Bug,Poison,485,60,100.0,89,55.0,69,112.0,5,False
Cottonee,Grass,Fairy,280,40,27.0,60,37.0,50,66.0,5,False
Whimsicott,Grass,Fairy,480,60,67.0,85,77.0,75,116.0,5,False
Petilil,Grass,None,280,45,35.0,50,70.0,50,30.0,5,False
Lilligant,Grass,None,480,70,60.0,75,110.0,75,90.0,5,False
Basculin,Water,None,460,70,92.0,65,80.0,55,98.0,5,False
Sandile,Ground,Dark,292,50,72.0,35,35.0,35,65.0,5,False
Krokorok,Ground,Dark,351,60,82.0,45,45.0,45,74.0,5,False
Krookodile,Ground,Dark,519,95,117.0,80,65.0,70,92.0,5,False
Darumaka,Fire,None,315,70,90.0,45,15.0,45,50.0,5,False
DarmanitanStandard Mode,Fire,None,480,105,140.0,55,30.0,55,95.0,5,False
DarmanitanZen Mode,Fire,Psychic,540,105,30.0,105,140.0,105,55.0,5,False
Maractus,Grass,None,461,75,86.0,67,106.0,67,60.0,5,False
Dwebble,Bug,Rock,325,50,65.0,85,35.0,35,55.0,5,False
Crustle,Bug,Rock,475,70,95.0,125,65.0,75,45.0,5,False
Scraggy,Dark,Fighting,348,50,75.0,70,35.0,70,48.0,5,False
Scrafty,Dark,Fighting,488,65,90.0,115,45.0,115,58.0,5,False
Sigilyph,Psychic,Flying,490,72,58.0,80,103.0,80,97.0,5,False
Yamask,Ghost,None,303,38,30.0,85,55.0,65,30.0,5,False
Cofagrigus,Ghost,None,483,58,50.0,145,95.0,105,30.0,5,False
Tirtouga,Water,Rock,355,54,78.0,103,53.0,45,22.0,5,False
Carracosta,Water,Rock,495,74,108.0,133,83.0,65,32.0,5,False
Archen,Rock,Flying,401,55,112.0,45,74.0,45,70.0,5,False
Archeops,Rock,Flying,567,75,140.0,65,112.0,65,110.0,5,False
Trubbish,Poison,None,329,50,50.0,62,40.0,62,65.0,5,False
Garbodor,Poison,None,474,80,95.0,82,60.0,82,75.0,5,False
Zorua,Dark,None,330,40,65.0,40,80.0,40,65.0,5,False
Zoroark,Dark,None,510,60,105.0,60,120.0,60,105.0,5,False
Minccino,Normal,None,300,55,50.0,40,40.0,40,75.0,5,False
Cinccino,Normal,None,470,75,95.0,60,65.0,60,115.0,5,False
Gothita,Psychic,None,290,45,30.0,50,55.0,65,45.0,5,False
Gothorita,Psychic,None,390,60,45.0,70,75.0,85,55.0,5,False
Gothitelle,Psychic,None,490,70,55.0,95,95.0,110,65.0,5,False
Solosis,Psychic,None,290,45,30.0,40,105.0,50,20.0,5,False
Duosion,Psychic,None,370,65,40.0,50,125.0,60,30.0,5,False
Reuniclus,Psychic,None,490,110,65.0,75,125.0,85,30.0,5,False
Ducklett,Water,Flying,305,62,44.0,50,44.0,50,55.0,5,False
Swanna,Water,Flying,473,75,87.0,63,87.0,63,98.0,5,False
Vanillite,Ice,None,305,36,50.0,50,65.0,60,44.0,5,False
Vanillish,Ice,None,395,51,65.0,65,80.0,75,59.0,5,False
Vanilluxe,Ice,None,535,71,95.0,85,110.0,95,79.0,5,False
Deerling,Normal,Grass,335,60,60.0,50,40.0,50,75.0,5,False
Sawsbuck,Normal,Grass,475,80,100.0,70,60.0,70,95.0,5,False
Emolga,Electric,Flying,428,55,75.0,60,75.0,60,103.0,5,False
Karrablast,Bug,None,315,50,75.0,45,40.0,45,60.0,5,False
Escavalier,Bug,Steel,495,70,135.0,105,60.0,105,20.0,5,False
Foongus,Grass,Poison,294,69,55.0,45,55.0,55,15.0,5,False
Amoonguss,Grass,Poison,464,114,85.0,70,85.0,80,30.0,5,False
Frillish,Water,Ghost,335,55,40.0,50,65.0,85,40.0,5,False
Jellicent,Water,Ghost,480,100,60.0,70,85.0,105,60.0,5,False
Alomomola,Water,None,470,125,75.0,80,40.0,45,65.0,5,False
Joltik,Bug,Electric,319,50,47.0,50,57.0,50,65.0,5,False
Galvantula,Bug,Electric,472,70,77.0,60,97.0,60,108.0,5,False
Ferroseed,Grass,Steel,305,44,50.0,91,24.0,86,10.0,5,False
Ferrothorn,Grass,Steel,489,74,94.0,131,54.0,116,20.0,5,False
Klink,Steel,None,300,40,55.0,70,45.0,60,30.0,5,False
Klang,Steel,None,440,60,80.0,95,70.0,85,50.0,5,False
Klinklang,Steel,None,520,60,100.0,115,70.0,85,90.0,5,False
Tynamo,Electric,None,275,35,55.0,40,45.0,40,60.0,5,False
Eelektrik,Electric,None,405,65,85.0,70,75.0,70,40.0,5,False
Eelektross,Electric,None,515,85,115.0,80,105.0,80,50.0,5,False
Elgyem,Psychic,None,335,55,55.0,55,85.0,55,30.0,5,False
Beheeyem,Psychic,None,485,75,75.0,75,125.0,95,40.0,5,False
Litwick,Ghost,Fire,275,50,30.0,55,65.0,55,20.0,5,False
Lampent,Ghost,Fire,370,60,40.0,60,95.0,60,55.0,5,False
Chandelure,Ghost,Fire,520,60,55.0,90,145.0,90,80.0,5,False
Axew,Dragon,None,320,46,87.0,60,30.0,40,57.0,5,False
Fraxure,Dragon,None,410,66,117.0,70,40.0,50,67.0,5,False
Haxorus,Dragon,None,540,76,147.0,90,60.0,70,97.0,5,False
Cubchoo,Ice,None,305,55,70.0,40,60.0,40,40.0,5,False
Beartic,Ice,None,485,95,110.0,80,70.0,80,50.0,5,False
Cryogonal,Ice,None,485,70,50.0,30,95.0,135,105.0,5,False
Shelmet,Bug,None,305,50,40.0,85,40.0,65,25.0,5,False
Accelgor,Bug,None,495,80,70.0,40,100.0,60,145.0,5,False
Stunfisk,Ground,Electric,471,109,66.0,84,81.0,99,32.0,5,False
Mienfoo,Fighting,None,350,45,85.0,50,55.0,50,65.0,5,False
Mienshao,Fighting,None,510,65,125.0,60,95.0,60,105.0,5,False
Druddigon,Dragon,None,485,77,120.0,90,60.0,90,48.0,5,False
Golett,Ground,Ghost,303,59,74.0,50,35.0,50,35.0,5,False
Golurk,Ground,Ghost,483,89,124.0,80,55.0,80,55.0,5,False
Pawniard,Dark,Steel,340,45,85.0,70,40.0,40,60.0,5,False
Bisharp,Dark,Steel,490,65,125.0,100,60.0,70,70.0,5,False
Bouffalant,Normal,None,490,95,110.0,95,40.0,95,55.0,5,False
Rufflet,Normal,Flying,350,70,83.0,50,37.0,50,60.0,5,False
Braviary,Normal,Flying,510,100,123.0,75,57.0,75,80.0,5,False
Vullaby,Dark,Flying,370,70,55.0,75,45.0,65,60.0,5,False
Mandibuzz,Dark,Flying,510,110,65.0,105,55.0,95,80.0,5,False
Heatmor,Fire,None,484,85,97.0,66,105.0,66,65.0,5,False
Durant,Bug,Steel,484,58,109.0,112,48.0,48,109.0,5,False
Deino,Dark,Dragon,300,52,65.0,50,45.0,50,38.0,5,False
Zweilous,Dark,Dragon,420,72,85.0,70,65.0,70,58.0,5,False
Hydreigon,Dark,Dragon,600,92,105.0,90,125.0,90,98.0,5,False
Larvesta,Bug,Fire,360,55,85.0,55,50.0,55,60.0,5,False
Volcarona,Bug,Fire,550,85,60.0,65,135.0,105,100.0,5,False
Cobalion,Steel,Fighting,580,91,90.0,129,90.0,72,108.0,5,True
Terrakion,Rock,Fighting,580,91,129.0,90,72.0,90,108.0,5,True
Virizion,Grass,Fighting,580,91,90.0,72,90.0,129,108.0,5,True
TornadusIncarnate Forme,Flying,None,580,79,115.0,70,125.0,80,111.0,5,True
TornadusTherian Forme,Flying,None,580,79,100.0,80,110.0,90,121.0,5,True
ThundurusIncarnate Forme,Electric,Flying,580,79,115.0,70,125.0,80,111.0,5,True
ThundurusTherian Forme,Electric,Flying,580,79,105.0,70,145.0,80,101.0,5,True
Reshiram,Dragon,Fire,680,100,120.0,100,150.0,120,90.0,5,True
Zekrom,Dragon,Electric,680,100,150.0,120,120.0,100,90.0,5,True
LandorusIncarnate Forme,Ground,Flying,600,89,125.0,90,115.0,80,101.0,5,True
LandorusTherian Forme,Ground,Flying,600,89,145.0,90,105.0,80,91.0,5,True
Kyurem,Dragon,Ice,660,125,130.0,90,130.0,90,95.0,5,True
KyuremBlack Kyurem,Dragon,Ice,700,125,167.5,100,120.0,90,95.0,5,True
KyuremWhite Kyurem,Dragon,Ice,700,125,120.0,90,162.875,100,95.0,5,True
KeldeoOrdinary Forme,Water,Fighting,580,91,72.0,90,129.0,90,108.0,5,False
KeldeoResolute Forme,Water,Fighting,580,91,72.0,90,129.0,90,108.0,5,False
MeloettaAria Forme,Normal,Psychic,600,100,77.0,77,128.0,128,90.0,5,False
MeloettaPirouette Forme,Normal,Fighting,600,100,128.0,90,77.0,77,128.0,5,False
Genesect,Bug,Steel,600,71,120.0,95,120.0,95,99.0,5,False
Chespin,Grass,None,313,56,61.0,65,48.0,45,38.0,6,False
Quilladin,Grass,None,405,61,78.0,95,56.0,58,57.0,6,False
Chesnaught,Grass,Fighting,530,88,107.0,122,74.0,75,64.0,6,False
Fennekin,Fire,None,307,40,45.0,40,62.0,60,60.0,6,False
Braixen,Fire,None,409,59,59.0,58,90.0,70,73.0,6,False
Delphox,Fire,Psychic,534,75,69.0,72,114.0,100,104.0,6,False
Froakie,Water,None,314,41,56.0,40,62.0,44,71.0,6,False
Frogadier,Water,None,405,54,63.0,52,83.0,56,97.0,6,False
Greninja,Water,Dark,530,72,95.0,67,103.0,71,122.0,6,False
Bunnelby,Normal,None,237,38,36.0,38,32.0,36,57.0,6,False
Diggersby,Normal,Ground,423,85,56.0,77,50.0,77,78.0,6,False
Fletchling,Normal,Flying,278,45,50.0,43,40.0,38,62.0,6,False
Fletchinder,Fire,Flying,382,62,73.0,55,56.0,52,84.0,6,False
Talonflame,Fire,Flying,499,78,81.0,71,74.0,69,126.0,6,False
Scatterbug,Bug,None,200,38,35.0,40,27.0,25,35.0,6,False
Spewpa,Bug,None,213,45,22.0,60,27.0,30,29.0,6,False
Vivillon,Bug,Flying,411,80,52.0,50,90.0,50,89.0,6,False
Litleo,Fire,Normal,369,62,50.0,58,73.0,54,72.0,6,False
Pyroar,Fire,Normal,507,86,68.0,72,109.0,66,106.0,6,False
Flabébé,Fairy,None,303,44,38.0,39,61.0,79,42.0,6,False
Floette,Fairy,None,371,54,45.0,47,75.0,98,52.0,6,False
Florges,Fairy,None,552,78,65.0,68,112.0,150,75.0,6,False
Skiddo,Grass,None,350,66,65.0,48,62.0,57,52.0,6,False
